0,1
0289862-O2,6.6495
0289862-O1,6.4062
0107847-O3,6.6988
0107847-O2,6.5147
0107847-O1,6.0239
0011764-O2,5.3669
0011764-O1,4.9109
0108446-O1,6.6039
0010528-O1,4.3434
0010576-O1,4.4297
0012072-O1,2.8808
0126839-O3,1.9142
0126839-O2,2.6973
0126839-O4,1.9025
0126839-O1,2.6833
0149539-O1,5.0491
0174252-O3,4.9114
0174252-O2,4.98
0174252-O4,5.4253
0174252-O1,5.2854
0178128-O3,3.0486
0178128-O2,2.7358
0178128-O4,2.4393
0178128-O1,2.7217
0136293-O4,3.1962
0136293-O10,0.2988
0136293-O6,2.38
0136293-O3,2.7913
0136293-O5,2.8475
0136293-O8,2.3349
0136293-O2,2.8649
0136293-O11,0.3353
0136293-O7,2.4032
0136293-O1,2.4789
0136293-O9,0.2835
0136293-O12,0.3052
0117717-O2,4.9227
0117717-O1,4.0287
0191339-O2,3.3922
0191339-O1,3.3108
0009694-O1,4.2252
0010389-O1,4.2751
0289618-O1,2.6893
0184694-O2,3.2502
0184694-O1,3.2896
0145133-O3,3.5082
0145133-O2,3.2408
0145133-O1,3.162
0289952-O2,1.2091
0289952-O1,1.347
0117270-O4,1.5668
0117270-O2,1.7261
0117270-O12,1.4482
0117270-O9,2.5242
0117270-O1,1.8772
0117270-O7,2.3331
0117270-O11,1.2961
0117270-O8,2.3141
0117270-O10,2.3704
0117270-O5,1.4805
0117270-O3,1.5426
0117270-O6,0.285
0143825-O2,3.3802
0143825-O3,3.684
0143825-O1,3.4937
0110854-O3,5.6119
0110854-O5,5.9992
0110854-O2,6.0535
0110854-O4,6.7189
0110854-O1,6.2634
0185205-O3,2.2623
0185205-O2,2.8479
0185205-O4,0.975
0185205-O1,2.6054
0290125-O3,4.3313
0290125-O2,5.3219
0290125-O1,5.8598
0011304-O1,3.8859
0194582-O3,5.8447
0194582-O2,5.4229
0194582-O1,5.4219
0125667-O2,2.145
0125667-O1,2.7443
0009594-O1,5.6919
0290005-O1,6.0449
0110270-O3,3.8089
0110270-O2,3.2738
0110270-O1,4.0388
0290102-O3,5.8008
0290102-O2,4.7876
0290102-O1,5.3318
0010541-O1,5.396
0141559-O3,5.4665
0141559-O2,5.414
0141559-O1,5.4129
0142463-O2,2.2501
0142463-O1,1.9858
0194723-O1,5.6107
0147283-O4,3.1348
0147283-O8,3.0286
0147283-O10,2.1314
0147283-O12,3.1718
0147283-O13,3.0628
0147283-O9,2.1827
0147283-O1,3.2517
0147283-O7,3.7456
0147283-O2,3.1035
0147283-O5,2.9128
0147283-O3,3.1061
0147283-O6,2.7648
0147283-O14,3.1187
0147283-O11,2.0786
0147283-O15,3.0327
0009684-O1,5.0763
0290130-O2,5.1089
0290130-O1,5.1286
0185165-O3,5.001
0185165-O2,5.4336
0185165-O4,5.22
0185165-O1,5.6729
0290296-O1,6.5735
0289614-O2,5.079
0289614-O1,5.014
0111542-O1,6.5007
0182355-O1,4.5449
0109333-O3,5.8221
0109333-O5,5.5756
0109333-O2,5.4485
0109333-O4,6.0078
0109333-O1,5.5111
0193359-O2,5.6407
0193359-O1,4.519
0011911-O2,3.772
0011911-O1,3.8945
0289934-O2,6.7049
0289934-O1,6.3604
0009648-O1,4.1201
0136261-O1,2.7537
0012011-O1,2.704
0113386-O6,5.9504
0113386-O3,3.7559
0113386-O5,3.3084
0113386-O2,5.5057
0113386-O4,4.4172
0113386-O1,4.6654
0289885-O2,5.884
0289885-O1,5.6119
0162339-O4,3.3108
0162339-O11,2.3967
0162339-O12,2.588
0162339-O13,3.1713
0162339-O9,3.1014
0162339-O1,3.3988
0162339-O7,3.6481
0162339-O5,3.5564
0162339-O2,3.4074
0162339-O10,3.2885
0162339-O8,3.6529
0162339-O3,3.4098
0162339-O6,3.4803
0193122-O3,2.8799
0193122-O2,3.16
0193122-O4,2.9978
0193122-O1,2.7992
0118499-O3,2.3539
0118499-O2,2.2547
0118499-O1,2.3136
0163417-O3,2.2759
0163417-O2,3.1434
0163417-O4,2.9048
0163417-O1,3.6029
0174238-O2,4.3816
0174238-O1,4.3781
0116531-O13,3.1182
0116531-O4,3.4672
0116531-O20,3.4512
0116531-O7,3.5175
0116531-O2,3.5308
0116531-O5,3.2971
0116531-O1,3.3653
0116531-O18,3.3609
0116531-O10,3.7312
0116531-O12,3.5115
0116531-O17,3.4571
0116531-O9,3.658
0116531-O8,3.2533
0116531-O3,3.6066
0116531-O6,3.4083
0116531-O14,3.138
0116531-O11,3.7633
0116531-O19,3.4095
0116531-O15,3.283
0116531-O22,3.3964
0116531-O21,3.5861
0116531-O16,3.277
0171017-O8,1.7103
0171017-O13,0.9633
0171017-O9,1.7076
0171017-O1,2.8092
0171017-O7,1.6966
0171017-O4,2.9466
0171017-O5,3.075
0171017-O2,2.8073
0171017-O15,0.6908
0171017-O10,1.101
0171017-O3,2.8191
0171017-O6,2.9496
0171017-O14,1.124
0171017-O11,1.1027
0171017-O12,1.112
0194560-O3,5.6619
0194560-O2,5.0346
0194560-O1,5.2609
0160074-O1,4.9163
0009499-O2,5.5104
0009499-O1,6.2466
0126437-O2,6.2767
0126437-O1,5.7126
0009576-O1,6.995
0112035-O2,6.9369
0112035-O1,5.5218
0289874-O1,6.451
0159784-O3,5.2491
0159784-O2,5.287
0159784-O1,5.4368
0107702-O3,6.2107
0107702-O2,6.3909
0107702-O4,6.7006
0107702-O1,6.2426
0110733-O2,4.6469
0110733-O1,4.7424
0125741-O3,2.6124
0125741-O2,2.248
0125741-O4,2.7197
0125741-O1,2.0803
0185408-O2,1.712
0185408-O1,0.6038
0124041-O2,4.1241
0124041-O1,3.4211
0191847-O2,3.2436
0191847-O1,3.3361
0194281-O2,2.6467
0194281-O1,1.8799
0290243-O11,5.8118
0290243-O14,5.7709
0290243-O10,5.5471
0290243-O12,5.5958
0290243-O13,5.6843
0290243-O9,5.4793
0290243-O1,5.731
0290243-O7,5.2334
0290243-O4,5.8478
0290243-O2,5.4724
0290243-O5,5.6802
0290243-O3,5.5227
0290243-O6,5.6932
0290243-O8,5.7292
0136734-O1,5.3321
0179730-O6,4.169
0179730-O3,3.9847
0179730-O5,4.2397
0179730-O2,3.8756
0179730-O4,4.0549
0179730-O7,3.3577
0179730-O1,3.7441
0155087-O3,3.9338
0155087-O2,3.3239
0155087-O4,3.5178
0155087-O1,4.3137
0195961-O6,4.8533
0195961-O3,4.7454
0195961-O5,4.3269
0195961-O2,4.6596
0195961-O4,4.1013
0195961-O7,4.702
0195961-O1,4.6238
0195961-O9,4.9616
0195961-O10,5.0872
0195961-O8,4.6576
0011908-O2,3.5487
0011908-O1,3.539
0193429-O3,1.8934
0193429-O2,2.5349
0193429-O1,1.7739
0109684-O2,3.9611
0109684-O1,3.6078
0162642-O1,3.958
0146578-O3,2.5501
0146578-O2,2.5645
0146578-O4,2.266
0146578-O1,3.1606
0010720-O1,4.9636
0111085-O2,5.7683
0111085-O1,5.8879
0107269-O4,6.2954
0107269-O9,6.1267
0107269-O6,6.2966
0107269-O3,6.3263
0107269-O8,6.3068
0107269-O10,6.3209
0107269-O5,6.4336
0107269-O12,6.2817
0107269-O2,6.185
0107269-O11,6.3739
0107269-O7,6.2656
0107269-O1,6.4142
0136334-O9,2.4419
0136334-O6,2.8147
0136334-O3,4.1053
0136334-O5,2.9002
0136334-O8,2.6891
0136334-O2,4.3804
0136334-O4,3.8718
0136334-O7,2.5753
0136334-O1,4.3676
0136334-O10,2.4889
0108933-O6,6.3343
0108933-O3,6.2372
0108933-O5,6.263
0108933-O2,6.2432
0108933-O4,6.3469
0108933-O7,6.2482
0108933-O1,6.2968
0108933-O8,6.2083
0115470-O3,3.7144
0115470-O5,3.0827
0115470-O2,3.6714
0115470-O4,3.0333
0115470-O1,3.805
0011752-O2,2.7852
0011752-O1,3.0575
0111316-O3,4.2635
0111316-O2,4.4839
0111316-O4,4.3469
0111316-O1,4.4539
0159759-O3,0.5224
0159759-O2,1.6842
0159759-O1,1.0297
0144307-O3,5.892
0144307-O2,5.7976
0144307-O1,5.5587
0290080-O3,6.2716
0290080-O2,5.5099
0290080-O1,5.6623
0289729-O1,3.5519
0126619-O2,4.034
0126619-O1,3.7311
0109770-O1,4.4374
icsd427481-O3,6.6203
icsd427481-O2,6.4588
icsd427481-O4,6.5091
icsd427481-O1,6.5252
0289838-O1,3.5104
0120257-O3,4.9763
0120257-O5,5.2496
0120257-O2,5.9831
0120257-O4,4.974
0120257-O1,5.1746
0124785-O3,5.4016
0124785-O2,4.778
0124785-O1,4.7267
0170770-O1,5.363
0290206-O2,5.3384
0290206-O1,5.5107
0289796-O7,5.0731
0289796-O4,5.992
0289796-O12,5.63
0289796-O13,5.9201
0289796-O9,5.6139
0289796-O1,5.8217
0289796-O11,5.9013
0289796-O2,5.4937
0289796-O10,5.4299
0289796-O5,5.8171
0289796-O8,5.868
0289796-O3,5.8376
0289796-O6,5.8336
0289796-O14,5.5554
0143911-O3,6.198
0143911-O2,5.9297
0143911-O4,6.0716
0143911-O1,6.0688
0289691-O3,5.0921
0289691-O2,5.7478
0289691-O1,5.8946
0170357-O2,5.3286
0170357-O1,4.9564
0011562-O2,3.6121
0011562-O1,3.7044
0169397-O2,2.4289
0169397-O1,2.6204
0153176-O2,3.0909
0153176-O12,3.1982
0153176-O9,3.1312
0153176-O1,3.0812
0153176-O7,3.1175
0153176-O4,3.1168
0153176-O16,3.3278
0153176-O20,3.6341
0153176-O25,3.6446
0153176-O27,3.2353
0153176-O26,3.2711
0153176-O5,3.115
0153176-O18,3.5013
0153176-O10,3.4078
0153176-O13,3.1672
0153176-O21,3.6541
0153176-O23,3.6604
0153176-O3,3.0575
0153176-O6,3.0917
0153176-O14,3.3179
0153176-O24,3.6338
0153176-O11,3.2116
0153176-O17,3.3513
0153176-O8,3.123
0153176-O19,3.6933
0153176-O15,3.4208
0153176-O22,3.6541
0169441-O3,2.6558
0169441-O2,2.4015
0169441-O4,2.7749
0169441-O1,2.2037
0010549-O1,4.9268
0111508-O2,6.5344
0111508-O1,6.6611
0108427-O3,6.1625
0108427-O2,6.3726
0108427-O4,6.7311
0108427-O1,6.1601
0167571-O28,3.5554
0167571-O5,3.4677
0167571-O2,3.1799
0167571-O20,3.5007
0167571-O16,3.4188
0167571-O4,3.1821
0167571-O7,3.14
0167571-O1,3.1738
0167571-O9,3.03
0167571-O13,3.5548
0167571-O12,3.2187
0167571-O26,3.021
0167571-O18,3.4508
0167571-O10,2.7819
0167571-O8,3.3734
0167571-O15,3.5327
0167571-O23,3.44
0167571-O27,3.1379
0167571-O25,3.1846
0167571-O11,3.2083
0167571-O6,3.5184
0167571-O24,3.3574
0167571-O21,3.1778
0167571-O14,3.5017
0167571-O17,3.5005
0167571-O19,3.3892
0167571-O22,3.4613
0167571-O3,3.1986
0133995-O3,5.3742
0133995-O2,5.4784
0133995-O1,5.2003
0169661-O3,1.9811
0169661-O2,2.3064
0169661-O4,1.9508
0169661-O1,2.0999
0182299-O2,5.4155
0182299-O1,5.703
0289591-O1,6.1911
0009859-O1,4.2135
0289876-O2,3.8986
0289876-O1,3.9265
0010375-O2,5.4037
0010375-O1,5.3369
0161406-O3,1.8638
0161406-O2,1.8585
0161406-O1,1.7607
0110156-O3,4.1145
0110156-O5,4.7203
0110156-O2,4.0504
0110156-O4,3.9906
0110156-O1,4.4726
0119208-O3,5.7406
0119208-O2,5.1892
0119208-O1,6.025
0134600-O2,5.4596
0134600-O1,4.7909
0012299-O1,4.0741
0109710-O4,5.9078
0109710-O2,5.7494
0109710-O3,5.7714
0109710-O1,5.5141
0147238-O2,5.6565
0147238-O1,5.1592
0010079-O1,6.5707
0149894-O3,4.4697
0149894-O5,4.711
0149894-O2,4.9911
0149894-O4,4.9735
0149894-O1,4.8417
0012201-O1,4.0848
0185492-O3,2.5039
0185492-O2,2.4692
0185492-O4,2.2385
0185492-O1,3.0032
0110289-O3,3.5441
0110289-O2,3.0675
0110289-O1,3.8319
0156399-O3,5.2022
0156399-O2,5.4031
0156399-O1,5.1039
0144940-O3,2.5169
0144940-O2,4.1797
0144940-O4,4.0788
0144940-O1,3.4069
0135701-O6,2.4041
0135701-O3,3.0089
0135701-O5,2.811
0135701-O2,2.4483
0135701-O4,2.7863
0135701-O1,2.1993
0009494-O1,6.8115
0177189-O2,4.3038
0177189-O1,4.347
0111982-O3,6.6705
0111982-O2,6.6208
0111982-O4,6.6572
0111982-O1,6.6199
0009973-O1,6.8887
0136665-O3,2.4099
0136665-O2,2.4646
0136665-O1,2.3741
0146652-O3,3.1405
0146652-O2,2.2071
0146652-O4,2.4631
0146652-O1,2.6393
0289663-O3,6.0536
0289663-O2,6.0973
0289663-O4,6.0113
0289663-O1,5.959
0154647-O2,4.1209
0154647-O1,3.965
0010438-O1,4.4315
0109092-O6,6.1492
0109092-O3,6.7059
0109092-O5,6.3322
0109092-O2,6.1876
0109092-O4,6.7954
0109092-O7,6.1696
0109092-O1,6.1713
0109092-O9,5.7929
0109092-O8,6.2906
0009931-O1,4.4126
0111479-O3,5.4334
0111479-O2,5.393
0111479-O1,5.1173
0187243-O1,1.7236
0176585-O2,4.8115
0176585-O1,4.5288
0009572-O1,6.1385
0143474-O3,3.7262
0143474-O5,3.4575
0143474-O2,3.695
0143474-O4,3.674
0143474-O1,3.6862
0145761-O2,5.4674
0145761-O1,5.341
0185107-O3,1.6998
0185107-O5,1.7332
0185107-O2,1.6794
0185107-O4,1.5741
0185107-O1,1.4104
0009540-O1,6.995
0108927-O3,6.6636
0108927-O2,6.5873
0108927-O4,6.6262
0108927-O1,6.5688
0009889-O1,3.7275
0176178-O3,5.7039
0176178-O2,5.0063
0176178-O1,5.2949
0108143-O6,6.1325
0108143-O3,6.1849
0108143-O5,6.0963
0108143-O2,6.1484
0108143-O4,6.1409
0108143-O1,6.1846
0108190-O2,6.129
0108190-O3,6.1053
0108190-O1,6.3296
0289949-O2,5.4163
0289949-O1,4.4457
0108689-O2,5.1251
0108689-O1,3.5762
0185027-O27,3.1514
0185027-O42,3.9052
0185027-O29,3.1434
0185027-O68,2.8167
0185027-O45,3.6207
0185027-O41,3.8978
0185027-O1,2.9418
0185027-O30,3.1198
0185027-O7,3.0174
0185027-O4,3.3757
0185027-O16,2.9076
0185027-O62,3.456
0185027-O32,3.6969
0185027-O20,2.8587
0185027-O2,2.8236
0185027-O25,3.1349
0185027-O48,3.5437
0185027-O65,3.3624
0185027-O51,3.1538
0185027-O44,3.5205
0185027-O40,3.8602
0185027-O66,3.2594
0185027-O5,3.4238
0185027-O47,3.4671
0185027-O33,3.6871
0185027-O15,3.0437
0185027-O8,2.9368
0185027-O35,3.3392
0185027-O69,2.8941
0185027-O10,2.8887
0185027-O18,2.8792
0185027-O26,3.0935
0185027-O67,2.9132
0185027-O9,3.0007
0185027-O57,3.346
0185027-O52,3.448
0185027-O31,3.7062
0185027-O53,3.2867
0185027-O60,3.6128
0185027-O12,3.2679
0185027-O13,3.3174
0185027-O37,3.2645
0185027-O50,3.5422
0185027-O23,3.2754
0185027-O17,2.9764
0185027-O63,3.3509
0185027-O34,3.6461
0185027-O21,2.9288
0185027-O56,3.4226
0185027-O49,3.456
0185027-O39,3.8752
0185027-O61,3.5989
0185027-O3,3.4347
0185027-O6,3.196
0185027-O14,3.1745
0185027-O46,3.7287
0185027-O58,3.3894
0185027-O24,3.089
0185027-O70,2.7269
0185027-O11,3.3856
0185027-O19,2.9353
0185027-O38,3.2723
0185027-O55,3.1687
0185027-O59,3.3763
0185027-O36,3.2114
0185027-O22,2.8928
0185027-O64,3.3174
0185027-O28,3.1018
0185027-O43,3.7097
0185027-O54,3.3637
0142004-O28,3.1738
0142004-O9,2.994
0142004-O2,3.1421
0142004-O20,3.418
0142004-O16,3.5072
0142004-O4,3.2325
0142004-O7,3.315
0142004-O1,3.2493
0142004-O13,3.3888
0142004-O5,3.3618
0142004-O12,3.1187
0142004-O26,3.4277
0142004-O18,3.2754
0142004-O10,2.981
0142004-O8,3.3198
0142004-O15,3.5123
0142004-O23,3.1789
0142004-O27,3.0073
0142004-O25,3.144
0142004-O24,3.5529
0142004-O3,3.214
0142004-O11,3.0625
0142004-O19,3.6432
0142004-O14,3.5742
0142004-O6,3.3139
0142004-O17,3.2363
0142004-O22,3.0089
0142004-O21,3.2641
0011580-O2,3.5181
0011580-O1,3.7345
0012370-O1,5.1318
0289832-O2,6.5135
0289832-O1,6.424
0009921-O1,4.052
0108321-O3,6.4249
0108321-O2,6.3778
0108321-O1,5.8592
0112334-O3,5.8786
0112334-O5,5.658
0112334-O2,6.2371
0112334-O4,6.1246
0112334-O1,6.5839
0109668-O3,3.9393
0109668-O2,4.4242
0109668-O4,3.7667
0109668-O1,4.5724
0009596-O1,6.9863
0111567-O6,5.7906
0111567-O3,5.684
0111567-O11,5.8706
0111567-O10,5.7207
0111567-O12,6.1468
0111567-O13,5.5873
0111567-O9,6.2802
0111567-O1,5.9762
0111567-O7,6.0004
0111567-O4,5.7062
0111567-O2,5.71
0111567-O5,5.7495
0111567-O14,5.9513
0111567-O8,5.9466
0290198-O2,5.4903
0010731-O1,5.9328
0159544-O1,0.934
0188731-O3,3.9641
0188731-O2,4.2238
0188731-O4,3.7609
0188731-O1,3.3297
0107855-O6,6.2626
0107855-O3,6.3502
0107855-O5,6.5428
0107855-O2,6.1511
0107855-O4,6.5272
0107855-O7,6.1399
0107855-O1,6.6404
0107855-O9,6.3765
0107855-O8,6.1143
0155205-O2,2.5041
0155205-O1,2.4751
0009491-O1,6.2195
0011233-O1,4.1736
0108699-O5,6.0716
0108699-O2,5.2112
0108699-O4,5.3589
0108699-O1,5.435
icsd16404-O2,5.9606
icsd16404-O1,4.9685
icsd427482-O3,6.6828
icsd427482-O2,6.5518
icsd427482-O4,6.5635
icsd427482-O1,6.8914
0290062-O2,6.3815
0290062-O1,6.2145
0188787-O2,4.5451
0188787-O1,4.5761
0011671-O1,2.0859
0115344-O7,1.2223
0115344-O10,0.8996
0115344-O3,0.2815
0115344-O8,1.1015
0115344-O5,1.0307
0115344-O2,0.5346
0115344-O4,0.4659
0115344-O6,1.2079
0115344-O1,0.5393
0115344-O9,1.2119
0009944-O2,3.4805
0009944-O1,3.6058
0109458-O6,5.4196
0109458-O3,5.454
0109458-O5,5.0833
0109458-O2,5.5618
0109458-O4,5.573
0109458-O7,5.2835
0109458-O1,5.8796
0109458-O9,5.9937
0109458-O8,5.0505
0151582-O3,6.3338
0151582-O2,5.9759
0151582-O4,5.6034
0151582-O1,5.8591
0179580-O2,5.5944
0179580-O1,2.1894
0289774-O2,5.7707
0289774-O1,5.7061
0170164-O6,2.4451
0170164-O3,2.1772
0170164-O5,3.0644
0170164-O2,3.2942
0170164-O4,3.6221
0170164-O1,2.204
0009808-O1,3.5343
0010021-O1,3.7973
